movieid,title,genres,clean_text
375290,Airlift,Thriller Action Drama History,thriller action drama history evacuation war based true story iraq war iraq invades kuwait august callous indian businessman becomes spokesperson stranded countrymen akshay kumar nimrat kaur feryna wazheir lena purab kohli
17663,Anne of Green Gables,Drama Family,drama family based novel brother sister relationship canada village love school miniseries best friend orphan historical kids redhead girl turn century prince edward island matthew cuthbert sister marilla decide take orphan boy help farm get unexpected jolt theyre mistakenly sent girl instead anne shirley annes dreamer unusual point view far removed marillas pragmatic ways trial marilla agrees keep anne megan follows colleen dewhurst richard farnsworth patricia hamilton marilyn lightstone
270938,Falcon Rising,Adventure Action,adventure action yakuza marine fighting chapman exmarine brazils slums battling yakuza outfit attacked sister left dead michael jai white neal mcdonough lateef crowder laila ali hazuki kato
116613,The Sweeney,Action Drama Crime,action drama crime british based tv series based uk tv show sweeney actionpacked british police thriller director football factory jack regan ray winstone hardened cop doesnt play rules confronted criminal past sidekick george carter ben drew aka plan put case jewellery store heist ends killing killing really execution disguise pressure boss fact regan affair bosss wife going easy stay trouble ray winstone ben drew hayley atwell damian lewis alan ford
11826,Sexy Beast,Crime Drama Thriller,crime drama thriller spain sex nudity psychopath murder heist money gangster violence criminal retired hunting safecracker brutal leisure gary former gangster made modest amount money criminal career happy put life crime behind retired wife deedee sunny bliss rural spain lives idyllic life family close friends garys contentment ruptured unwelcome visitor past ray winstone ben kingsley ian mcshane amanda redman james fox
29920,Easy Money,Drama Thriller Crime,drama thriller crime consignment threetiered story centered around drugs organized crime focused young man becomes runner coke dealer joel kinnaman matias varela dragomir mrsic lisa henni mahmut suvakci
1088,Whale Rider,Drama Family,drama family ocean loss mother tradition loss brother becoming adult role women empowerment new zealand maori tradition chief grandfather granddaughter relationship modern society whale patriarch stick fighting canoe patriarchy loss wife woman director east coast new zealand whangara people believe presence dates back thousand years single ancestor paikea escaped death canoe capsized riding shore back whale whangara chiefs always firstborn always male considered paikeas direct descendants pai yearold girl patriarchal new zealand tribe believes destined new chief grandfather koro bound tradition pick male leader pai loves koro anyone world must fight thousand years tradition fulfill destiny keisha castlehughes rawiri paratene vicky haughton cliff curtis grant roa
26379,Paa,Drama Family Foreign,drama family foreign suffers progeria like syndrome mentally physically looks times older spite condition auro happy boy lives mother vidya gynaecologist amol young progressive politician man mission auro amols son paa rare story fatherson sonfather relationship amitabh bachchan abhishek bachchan vidya balan paresh rawal arundathi nag
34069,Cargo,Thriller Mystery Science Fiction,thriller mystery science fiction space colony space travel simulated reality spaceship suspense cargo ship suspended animation loneliness space story cargo takes place rusty spacefreighter kassandra way station young medic laura one awake board rest crew lies frozen hibernation sleep months lauras shift martin rapold annakatharina schwabroh regula grauwiller yangzom brauen michael finger
10947,High School Musical,Comedy Drama Family Music TV Movie,comedy drama family music tv movie becoming adult musical music high school school performance high school sports jock teenager clique theater peer pressure teenage romance troy zac efron popular captain basketball team gabriella vanessa anne hudgens brainy beautiful member academic club break rules east high society secretly audition leads schools musical reach stars follow dreams everyone learns acceptance teamwork set fun tunes cool dance moves zac efron vanessa hudgens ashley tisdale lucas grabeel corbin bleu
47452,Love and Death on Long Island,Drama Romance Foreign,drama romance foreign obsession love obsessive love actor giles death widower doesnt like anything modern goes movies falls love film star ronnie bostock investigates everything movie ronnie travels long island city ronnie lives meets pretending ronnie great actor thats giles admires john hurt jason priestley sheila hancock maury chaykin fiona loewi
3040,Night Watch,Fantasy Action Thriller,fantasy action thriller witch subway fight airplane owl todfeind guard blood moscow among normal humans live others possessing various supernatural powers divided forces light forces dark signed truce several centuries ago end devastating battle ever since forces light govern day night belongs dark opponents modern day moscow dark others actually roam night vampires night watch light forces among anton movies protagonist try control limit outrage konstantin khabenskiy vladimir menshov galina tyunina mariya poroshina zhanna friske
11386,The Crying Game,Romance Crime Drama Thriller,romance crime drama thriller transvestism gay hostage love ones life northern ireland homosexuality gay interest teenage crush soldier political unrest irish republican army member fergus stephen rea forms unexpected bond jody forest whitaker kidnapped british soldier custody despite warnings fellow ira members jude miranda richardson maguire adrian dunbar jody makes fergus promise hell visit girlfriend dil jaye davidson london fergus flees city seeks hounded former ira colleagues finds increasingly drawn enigmatic surprising dil stephen rea jaye davidson miranda richardson forest whitaker adrian dunbar
10246,Porky's,Comedy,comedy male nudity female nudity sex florida virgin nudity stripper redneck school loss virginity hijinks racism teenager lust mischief peeping tom teaching misadventure duringcreditsstinger voyeur canuxploitation virginity set group florida high schoolers seek lose virginity leads seek revenge sleazy nightclub owner redneck sheriff brother harassing dan monahan mark herrier wyatt knight cyril oreilly kaki hunter
29426,Survival of the Dead,Horror Science Fiction,horror science fiction zombie island coast north america local residents simultaneously fight zombie epidemic hoping cure return undead relatives back human state alan van sprang kenneth welsh kathleen munroe devon bostick richard fitzpatrick
10331,Night of the Living Dead,Horror,horror brother sister relationship cemetery gun gas station loss father cellar house barricade zombie trapped bitten group people try survive attack bloodthirsty zombies trapped rural pennsylvania farmhouse although first zombie film night living dead progenitor contemporary zombie apocalypse horror film greatly influenced modern popculture zombie archetype duane jones judith odea karl hardman marilyn eastman keith wayne
153,Lost in Translation,Drama,drama upper class hotel room age difference commercial karaoke homesickness culture clash jet lag pop star unsociability aftercreditsstinger woman director two lost souls visiting tokyo young neglected wife photographer washedup movie star shooting tv commercial find odd solace pensive freedom real others company away lives america bill murray scarlett johansson anna faris giovanni ribisi akiko takeshita
703,Annie Hall,Comedy Drama Romance,comedy drama romance narration neurosis comedian job interview love singer jewish breaking fourth wall talking audience volkswagen beetle city new york comedian alvy singer falls love ditsy annie hall woody allen diane keaton tony roberts carol kane paul simon
27191,The Greatest Show on Earth,Action Drama Romance,action drama romance circus travelling circus ensure full profitable season circus manager brad braden engages great sebastian though moves girlfriend holly hardwon center trapeze spot holly sebastian begin dangerous oneupmanship duel ring pursues ground betty hutton cornel wilde charlton heston dorothy lamour gloria grahame
1365,Monster's Ball,Drama Romance,drama romance southern usa waitress parents kids relationship overweight child loss child new love unsociability ethnic stereotype independent film electric chair xenophobia set southern usa racist white man hank falls love black woman named leticia ironically hank prison guard working death row executed leticias husband hank leticias interracial affair leads confusion new ideas two unlikely lovers halle berry billy bob thornton heath ledger sean combs coronji calhoun
287424,Maggie,Horror,horror postapocalyptic dystopia zombie theres deadly zombie epidemic threatening humanity wade smalltown farmer family man refuses accept defeat even daughter maggie becomes infected maggies condition worsens authorities seek eradicate virus wade pushed limits effort protect joely richardson costars postapocalyptic thriller arnold schwarzenegger abigail breslin joely richardson douglas griffin jd evermore
451,Leaving Las Vegas,Drama Romance,drama romance individual prostitute alcohol casino love first sight lovesickness film producer screenwriter hotel room dying death rage hate unsociability alcoholism los angeles alcohol abuse attempted suicide ben sanderson alcoholic hollywood screenwriter lost everything drinking arrives las vegas drink death meets forms uneasy friendship noninterference pact prostitute sera nicolas cage elisabeth shue julian sands richard lewis steven weber
165864,Hansel and Gretel Get Baked,Horror Comedy,horror comedy witch marijuana succubus power company cannibalism intense new marijuana strain named black forest taking los angeles storm gretels stoner boyfriend cant get enough old woman growing popular drug lara flynn boyle turns evil witch cooking eating wasted patrons youth gretel brother hansel must save gruesome death face last high lives molly quinn michael welch lara flynn boyle cary elwes lochlyn munro
987,The Front Page,Romance Drama Comedy,romance drama comedy chicago journalist newspaper marriage proposal stress fatherinlaw newspaper man journalist suffering burnout wants finally say goodbye office boss doesnt like idea one bit jack lemmon walter matthau susan sarandon vincent gardenia david wayne
241251,The Boy Next Door,Thriller,thriller male nudity female nudity sex adultery infidelity obsession blackmail villain hidden camera blind date death friend insanity high school stalker sociopath unrequited love neighbor unfaithfulness los angeles principal car accident violence sex scene extramarital affair tied car explosion high school teacher fatal attraction mother son relationship older woman younger man relationship critically bashed loss friend woman jeopardy crying woman damsel distress erotic thriller muscular recently cheated married woman falls younger man moved next door torrid affair soon takes dangerous turn jennifer lopez ryan guzman ian nelson john corbett kristin chenoweth
40494,Trapeze,Drama,drama circus trapeze artist pair men try perform dangerous triple trapeze act problems arise duo made trio following addition sexy female performer burt lancaster tony curtis gina lollobrigida katy jurado thomas gomez
39781,The Kids Are All Right,Comedy Drama,comedy drama lesbian relationship lesbian dinner motorcycle argument biological father artificial insemination control freak vegetable garden woman director lgbt family two women nic jules brought son daughter world artificial insemination one children reaches age kids go behind mothers backs meet donor life becomes much interesting father two mothers children start become attached julianne moore annette bening mark ruffalo mia wasikowska josh hutcherson
8337,They Live,Action Horror Science Fiction Thriller,action horror science fiction thriller dystopia social commentary alien invasion sunglasses brawl nada downonhisluck construction worker discovers pair special sunglasses wearing able see world really people bombarded media government messages like stay asleep imagination submit authority even scarier able see usually normallooking people fact ugly aliens charge massive campaign keep humans subdued roddy piper keith david meg foster george buck flower peter jason
5925,The Great Escape,Adventure Drama History Thriller War,adventure drama history thriller war based novel optimism switzerland baseball famous score prisoner shower world war ii prisoners war claustrophobia nazis machinegun attempt escape uniform freedom based true story prison guard escape swastika barbed wire solitary confinement motorcycle motorcycle jump alps nazis exasperated number escapes prison camps relatively small number allied prisoners relocates highsecurity escapeproof camp sit remainder war undaunted prisoners plan one ambitious escape attempts world war ii based true story steve mcqueen james garner richard attenborough james donald charles bronson
8357,What the #$*! Do We (K)now!?,Documentary,documentary alternate dimension new age parallel world pseudoscience theology consciousness quantum mysticism fantasy docudrama woman director amanda marlee maitlin divorced woman makes living photographer fall year amanda begins see world new different ways begins question role life relationships career men means layers everyday experiences fall away insertions story scientists philosophers religious leaders impart information directly offscreen interviewer academic issues amanda begins understand basis quantum world beneath epiphany considers great questions raised host inserted thinkers amanda slowly comprehends various inspirations begins see world new way marlee matlin elaine hendrix robert blanche john ross bowie robert bailey jr
146203,The Last Exorcism Part II,Horror Thriller,horror thriller found footage nell sweetzer tries build new life events first movie evil force possessed returns even horrific plan ashley bell julia garner andrew sensenig spencer treat clark judd lormand
85350,Boyhood,Drama,drama daily life familys daily life urban life growing domestic abuse coming age parenting divorce family divorced parents abusive husband film tells story divorced couple trying raise young son story follows boy twelve years first grade age th grade age examines relationship parents grows ellar coltrane patricia arquette ethan hawke elijah smith lorelei linklater
512,Scoop,Comedy Mystery,comedy mystery upper class prostitute journalist drowning newspaper magic tarot cards magic show lordship suspicion murder headline funeral investigation daughter music instrument afterlife swimming pool murder wealth american united kingdom american journalism student london scoops big story begins affair aristocrat incident unfurls scarlett johansson hugh jackman woody allen ian mcshane kevin mcnally
13408,The Wash,Action Comedy,action comedy sex fight music illegal drug black american stereotype cashier disgruntled worker low rider caller id duringcreditsstinger rent due car booted sean dr dre come endsand fast best buddy roommate dee loc snoop dogg suggests sean get job busting suds local car wash dr dre snoop dogg dj pooh angell conwell bruce bruce
47816,3 Strikes,Action Comedy Romance,action comedy romance sport brian hooks plays character released jail state adopts strikes rule felons involves serious penalties hooks strikes wants change life better friend picks pulled friend shoots police officers hooks escapes hooks wanted man must clear name nothing shooting brian hooks nbushe wright faizon love starletta dupois
10744,The Cooler,Drama Romance,drama romance casino jinx bad luck william macy works las vegas casino uses innate ability bring misfortune around jinx gamblers losing imposing boss shelly kaplow alec baldwin happy arrangement bernie finds unexpected happiness begins dating attractive waitress natalie belisario maria bello william macy alec baldwin maria bello shawn hatosy paul sorvino
11536,The Misfits,Drama Action Romance,drama action romance decision reno mustang falling love divorce filing divorce beautiful exstripper roslyn taber ends meeting aging cowboyturnedgambler gay langland former world war ii aviator guido racanelli two men instantly become infatuated roslyn whim three decide move guidos halffinished desert home together grizzled exrodeo rider perce howland arrives unlikely foursome strike business capturing wild horses clark gable marilyn monroe montgomery clift thelma ritter eli wallach
9782,The Night Listener,Drama Thriller,drama thriller radio station radio presenter radio transmission independent film midst crumbling relationship radio show host begins speaking biggest fan young boy via telephone questions boys identity come hosts life thrown chaos toni collette robin williams joe morton bobby cannavale rory culkin
18713,The Jerky Boys,Comedy Crime,comedy crime new york telephone joke gangster two unemployed telephone pranksters decide use vocal talents impersonate chicago mob boss curry favor organized crime new york trouble begins isnt long johnny kamal jerky boys crank call fame wanted local mafia police neighbor john brennan kamal ahmed alan arkin william hickey vincent pastore
6537,The Orphanage,Horror Drama Thriller,horror drama thriller schizophrenia suppressed past wife woman brings family back childhood home used orphanage intent reopening long son starts communicate new invisible friend beln rueda fernando cayo roger prncep mabel rivera montserrat carulla
184345,A Haunted House 2,Comedy Horror,comedy horror haunted house exorcised demons ex malcolm starting fresh new girlfriend two children moving dream home however malcolm plagued bizarre paranormal events marlon wayans jaime pressly essence atkins gabriel iglesias missi pyle
1809,The Rules of Attraction,Comedy Drama Romance,comedy drama romance love triangle independent film multiple storylines incredibly spoiled overprivileged students camden college backdrop unusual love triangle drug dealer virgin bisexual classmate james van der beek shannyn sossamon ian somerhalder jessica biel kate bosworth
2370,Topaz,Action Drama Mystery Thriller,action drama mystery thriller new york cia cuba cold war suspense french intelligence agent becomes embroiled cold war politics first uncovering events leading cuban missle crisis back france break international russian spy ring frederick stafford dany robin claude jade michel subor karin dor
9809,Let's Go to Prison,Comedy Crime,comedy crime loss father condom vulgar parole board alcohol abuse career criminals plan revenge thwarted unlikely circumstances puts intended victims son place putting prisonand joining dax shepard arnett chi mcbride david koechner dylan baker
5,Four Rooms,Crime Comedy,crime comedy hotel new years eve witch bet hotel room sperm los angeles hoodlum woman director episode film ted bellhops first night joband hotels unusual guests place outrageous predicaments seems evenings room service serving one unbelievable happening another tim roth antonio banderas jennifer beals madonna marisa tomei
11013,Secretary,Comedy Drama Romance,comedy drama romance suicide clerk fetish sadomasochism lawyer hospital secretary masturbation typewriter kinky cutting pantyhose bdsm workplace romance young woman recently released mental hospital gets job secretary demanding lawyer employeremployee relationship turns sexual sadomasochistic one james spader maggie gyllenhaal jeremy davies lesley ann warren stephen mchattie
19153,The Real Cancun,Documentary,documentary independent film sixteen american college students drink flirt fight canoodle spring break vacation cancun mexico laura ramsey
10132,Talk Radio,Drama,drama anonymity radio presenter success dangerous radio transmission independent film rude contemptuous talk show host becomes overwhelmed hatred surrounds program goes national eric bogosian ellen greene leslie hope john mcginley alec baldwin
16448,Waiting for Guffman,Music Comedy,music comedy missouri independent film mechanic closet mockumentary improvisation whispering travel agent amateur theater dairy queen alien contact fake documentary city council wagon train chinese restaurant product licensing hidden character corky st clair director actor dancer blaine missouri comes time celebrate blaines th anniversary corky resolves bring house broadway style hilarious mockumentary people brought spinal tap christopher guest eugene levy fred willard catherine ohara michael hitchcock
15122,Love Stinks,Comedy Romance,comedy romance behind scenes spa planetarium art imitates life movie relationshipthats worse seth stewart sitcom writerproducer meets chelsea wilson interior decorator best friends bellamy wedding hes immediately sexually attracted shes instantly attracted singleness ditch wedding dates start date night two become couple appearing happy couple years postponing marriage proposal chelsea realizes seth wants remain single together becomes quite bitter next hour movie two engage behavior makes war roses look like childs play french stewart bridgette wilson bill bellamy tyra banks tiffani thiessen
8141,You Kill Me,Comedy Crime Thriller Romance,comedy crime thriller romance new york san francisco alcoholism serial killer alcoholic drying west coast alcoholic hit man befriends tarttongued woman might come handy time return buffalo settle old scores ben kingsley ta leoni luke wilson bill pullman dennis farina
1546,Thumbsucker,Comedy Drama,comedy drama becoming adult thumb first time hypnosis thumb sucking attention deficit hyperactivity disorder adhd elocution high school independent film teenage crush youth family justin teenager boy throws everyone around chaos attempts break free addiction thumb lou taylor pucci tilda swinton vincent donofrio keanu reeves benjamin bratt
48572,Red State,Horror Action Thriller,horror action thriller christianity homophobia pastor protest christian sign gay interest social commentary religious fundamentalism aftercreditsstinger duringcreditsstinger set middle america group teens receive online invitation sex though soon encounter christian fundamentalists much sinister agenda michael parks john goodman melissa leo michael angarano kyle gallner
14517,Mirrormask,Fantasy,fantasy fictional place dream fantasy fantasy world opposing kingdoms year old girl must find fabled mirrormask order save kingdom get home stephanie leonidas jason barry rob brydon gina mckee dora bryan
89708,Samsara,Drama Documentary,drama documentary eating around world fast motion scene balance skyline sunset modern life moonrise samsara word describes ever turning wheel life concept intimate vast perfect subject filmmakers ron fricke mark magidson whose previous collaborations include chronos baraka last years travelled countries together pursuit unique imagery samsara takes form nonverbal guided meditation transform viewers countries around world swept along journey soul powerful images pristinely photographed mm dynamic music score film illuminates links humanity rest nature showing life cycle mirrors rhythm planet marcos luna putu dinda pratika puti sri candra dewi ni made megahadi pratiwi
27551,The Barbarians,Fantasy Adventure,fantasy adventure dragon barbarian orphaned brothers kutchek gore adopted tribe led canary owner powerful jewel evil kadar wants canary jewel attacking tribe kidnaps canary stone eludes brothers taken trained gladiators years later grown big escape set quest find jewel rescue canary peter paul david paul richard lynch eva larue virginia bryant
64678,The Art of Getting By,Drama Romance,drama romance philosophy mentor artist painting friendship teen movie teenager sketching rebellious youth george lonely fatalistic teen whos made way senior year without ever done real day work befriended sally popular complicated girl recognizes kindred spirit freddie highmore emma roberts michael angarano elizabeth reaser alicia silverstone
309503,Zipper,Thriller Drama,thriller drama woman director sam ellis man rise hotshot federal prosecutor cusp bright political future meant onetime experience escort turns growing addiction new demon threatening destroy life family career patrick wilson lena headey richard dreyfuss ray winstone john cho
14293,Poolhall Junkies,Comedy Drama Thriller,comedy drama thriller hustler independent film pool retired pool hustler forced pick stick brother starts game cant finish ricky schroder chazz palminteri rod steiger michael rosenbaum mars callahan
15059,The Loss of Sexual Innocence,Drama,drama story sexual development filmmaker three stages life julian sands saffron burrows justin chadwick stefano dionisi kelly macdonald
103328,Holy Motors,Drama Fantasy,drama fantasy limousine multiple identities wig penis talking car sewer paris traveling sewer multiple roles follow hours life moving life life like cold solitary assassin moving hit hit interwoven lives possesses entirely distinct identity sometimes man sometimes woman sometimes youthful sometimes old turns murderer beggar company chairman monstrous creature worker family man eva mendes kylie minogue michel piccoli edith scob denis lavant
157847,Joe,Drama,drama child abuse prostitute bar brothel snake rain pedophilia bridge beer police wine fellatio truck woods murder dogfight cigar smoking underage drinking teenager facial scar alcoholic excon cigarette lighter grocery store shot search dog trees dirt road assaulting officer gallon water roughhewn boss lumber crew courts trouble steps protect youngest member team abusive father nicolas cage tye sheridan ronnie gene blevins sue rock heather kafka
25719,Shooting Fish,Crime Comedy Romance,crime comedy romance london england nightclub chase fraud liar love thief wealth money scam hospital secretary business wedding parole con dishonesty two con artists dan futterman stuart townsend hire unwitting medicalschool student kate beckinsale secretary latest scam dan futterman stuart townsend kate beckinsale rowena cooper scott charles
48309,Prison,Crime Drama Horror Thriller,crime drama horror thriller prison prisoner revenge haunting electric chair charles forsyth sent electric chair crime didnt commit forever haunts prison executed flash forward several years prison reopened control new warden eaton sharpe former security guard framed charlie prisoners ordered break wall execution room unknowingly release angry spirit charles forsyth powerful distributing murderous rage leading warden viggo mortensen chelsea field lane smith lincoln kilpatrick tom everett
27723,Psycho Beach Party,Comedy,comedy gay dancing detective confession beach surfer satire party malibu friends revenge murder based play independent film diner spoof summer killer drag spoof beach partygidget surfing movies mixed slasher horror films notsoinnocent girl malibu becomes first girl surfer malibu beach suffers dissociative identity disorder occasionally alter ego sexually aggressive foulspeaking girl comes episodes several beach goers found murdered lauren ambrose nicholas brendon amy adams charles busch thomas gibson
20468,The Big Tease,Comedy Foreign,comedy foreign hairdresser hairstylist thinking hes competing los angeles hot platinum scissors contest scottish hairstylist crawford craig ferguson leaves glasgow film crew capture event learns hes mere audience member crawford must find way become mane event abhorrent norwegian stig stiffasgel competition drew carey others make cameo appearances hysterical mockumentar craig ferguson david rasche mary mccormack donal logue nina siemaszko
242575,"Guten Tag, Ramón",Drama,drama germany mexican five failed attempts go united states yearold ramn decides look friends aunt germany never finds papers money without knowing language barely survives living street meets ruth old retired nurse doesnt speak spanish beyond language barriers prejudices discover solidarity humanity make life bearable adriana barraza rdiger evers hector kotsifakis franziska kruse arcelia ramrez
44945,Trust,Crime Drama Thriller,crime drama thriller rape obsession lie job independent film teenage girl school internet best friend counselor internet chat duringcreditsstinger online chat catfishing online hookup online predator suburban family torn apart fourteenyearold annie meets first boyfriend online months communicating via online chat phone annie discovers friend originally claimed shocked disbelief parents shattered daughters actions struggle support comes terms happened innocent life clive owen catherine keener liana liberato jason clarke viola davis
29122,An Everlasting Piece,Comedy Crime,comedy crime toupee scalper colin barry mcevoy catholic george brian obyrne poetryloving protestant belfast could enemies instead became business partners persuading mad wig salesman known scalper billy connolly sell leads two embark series house calls barry mcevoy bran obyrne anna friel pauline mclynn ruth mccabe
125123,Among Giants,Comedy Romance,comedy romance yorkshire love friends manager hires ray books paint power towers mile stretch hightension wires outside sheffield rays crew men friends especially ray steve young romeo mix comes gerry australian spirit adventure mountain climbing skills wants job others advice dont want woman job ray hires ray fall love asks marry gives ring steves jealous rays exwife complains spends gerry kids predicts gerry wont stay around plus theres pressure finish job fast economics romance wanderlust spark end pete postlethwaite rachel griffiths andy serkis lennie james james thornton
111190,Adore,Drama,drama lovers woman director lil roz two lifelong friends grown together neighbors idyllic beach town adults sons developed friendship strong binds mothers one summer four confronted simmering emotions mounting find unexpected happiness relationships cross bounds convention naomi watts robin wright xavier samuel james frecheville ben mendelsohn
133575,The Velocity of Gary,Drama Romance,drama romance gary love valentino mary carmen life changes valentino hit deadly disease slowly dying hands tear end reuniting upon love man vincent donofrio salma hayek thomas jane olivia dabo
54580,Mondays in the Sun,Drama,drama spain bar ship drama friends shipyard peseta closure shipyard northern spain former workers santa jos lino amador sergei reina keep touch meet mainly bar owned former colleague rico santa superficially confident unofficial leader group court case hangs relating shipyard lamp smashed protest closure jos bitter wife ana employed gap widening fearful leave coworker despite arthritic legs ana endures night shifts fish factory thinks looks lost everyone seems agree including boss lino aging family man doggedly pursuing positions beyond qualifications oldest member group amador degenerated alcoholism abandoned wife maintaining increasingly transparent pretense wife soon return holiday javier bardem luis tosar nieve de medina enrique villn celso bugallo
52015,Stake Land,Drama Horror Action Thriller Science Fiction,drama horror action thriller science fiction male nudity canada vampire martin normal teenage boy country collapsed empty pit economic political disaster vampire epidemic swept across left nations abandoned towns cities mister death dealing rogue vampire hunter get martin safely north canada continents new eden danielle harris kelly mcgillis nick damici connor paolo gregory jones
34941,The Last Time I Committed Suicide,Drama,drama independent film neal cassady living beat life working tire yard philandering around town however visions happy life kids white picket fence girlfried joan tries kill gets scared runs away joan reappears take chance happiness turn back thomas jane keanu reeves claire forlani gretchen mol adrien brody
227975,Futuro Beach,Drama,drama germany gay portugal drowning nudity travel brothers donato fails attempt save drowning man meets one mans friends decides start life pieces past keep coming wagner moura clemens schick jesuta barbosa sabine timoteo sophie charlotte conrad
60422,Another Happy Day,Comedy Drama,comedy drama wedding parents annapolis estate hurls highstrung lynn center touchy family dynamics ellen barkin ezra miller kate bosworth demi moore george kennedy
81390,A Lonely Place to Die,Adventure Action Thriller Crime,adventure action thriller crime terror scotland kidnapping nudity wilderness mountaineer hiking climbing torture group five mountaineers hiking climbing scottish highlands discover young serbian girl buried small chamber wilderness become caught terrifying game cat mouse kidnappers try get girl safety melissa george ed speleers eamonn walker alec newman karel roden
10981,Nothing,Comedy Fantasy Science Fiction,comedy fantasy science fiction loser bullying leere independent film best friend cowardliness film tells story two good friends live together andrew andrew miller agoraphobic travel agent works home dave david hewlett loser works office treated contempt seems things cant get worse two entire world outside house disappears replaced endless white void david hewlett andrew miller gordon pinsent mariejose croze
225235,The Geographer Drank His Globe Away,Drama,drama alcohol adultery river camping province russia wife canoe daughter friendship alcoholism school teaching schoolboy geography kama perm victor sluzhkin signs teacher geography secondary school native perm urals gets lost haze hard vodka desperate love nymphetlike student stress educating teenagers geographer students immediately dub sluzhkin attempts escape grueling dull stultifying reality russias provincial life rafting tour urals accompanied wild adventureseeking adolescents faced numerous grim surprises nature geographer poised find truth konstantin khabenskiy elena lyadova aleksandr robak evgeniya khirivskaya agrippina steklova
14902,1776,Drama Comedy History Music,drama comedy history music usa congress musical film focuses representatives thirteen original colonies participated second continental congress depicts three months deliberation oftentimes acrimonious debate led signing one important documents history united states declaration independence william daniels howard da silva ken howard blythe danner donald madden
121676,Inescapable,Thriller Romance,thriller romance woman director twentyfive years ago adib alexander siddig syriana cairo time promising young officer syrian military police suddenly left damascus suspicious circumstances abandoning love life fatima marisa tomei wrestler ides march made way canada wiped slate clean beautiful wife two grown daughters great job toronto adib confident built successful life scratch daughter muna suddenly disappears damascus past threatens violently catch teaming canadian emissary joshua jackson fringe adib must confront turmoil thought left behind many years ago order find muna alexander siddig joshua jackson marisa tomei oded fehr saad siddiqui
22301,Hell's Angels,Action Drama History,action drama history world war zeppelin royal air force royal flying corps dogfight airship two brothers attending oxford enlist royal flying corps world war breaks roy monte rutledge different personalities monte freewheeling womanizer even brothers girlfriend helen also proves yellow streak comes night patrol duties roy made strong moral fiber attempts keep brother line volunteer extremely risky two man bombing mission different reasons monte wants lose cowardly reputation roy seeks protect brother roy loves helen helen enjoys affair monte leave mission germany find still another mans arms assignment knock strategic german munitions facility booming success squadron fighters bearing afterwards escape seems unlikely ben lyon james hall jean harlow john darrow lucien prival
20065,Purple Violets,Comedy Drama Romance,comedy drama romance independent film patti petalson promising writer marriage conventional job keep dream longs return writing especially running first love brian callahan successful crime novelist kate pattis best friend since college shes toughtalking schoolteacher plays therapist pattis problems shes got selma blair patrick wilson edward burns debra messing dennis farina
257087,The Veil,Horror,horror cult story springs realworld headlines religious cults mass suicides veil begins years ago members religious cult known heavens veil take lives truth behind really happened remains buried deep memory sole survivor fiveyearold girl returns compound documentary crew adult soon discover something far terrifying anything could imagined jessica alba thomas jane lily rabe shannon woodward aleksa palladino
46420,The Loved Ones,Horror,horror killing high school female killer revenge prom escape teenager lola stone asked brent mitchell prom brent said hes screwed happens lola doesnt get wants enlists daddys help throw prom queen brent king whether likes loved ones happens puppy love goes horribly violently wrong brent said yes xavier samuel jessica mcnamee robin mcleavy victoria thaine john brumpton
114635,The Helpers,Horror,horror seven friends sacramento california head documented road trip las vegas trip takes unexpected turn worse back tires mysteriously blow couple miles road find little gas station dinermotel run friendly polite helpful people appears problems solved boy wrong convinced helpers stay overnight friends wake rooms new kind gruesome bloody terror kristen quintrall denyce lawton jojo wright rachel sterling black thomas
158150,How to Fall in Love,Comedy Romance TV Movie,comedy romance tv movie accountant never quite grew awkward teenage years finds dating coach happens high school crush well thanks coach gets pretty woman sights time realizes incompatible meanwhile dating lessons teenage crush reawaken old feelings realizing feelings mutual finds unable act due fear rejected one truly loves brooke dorsay eric mabius jody thompson gina holden panou
251979,The Perfect Wave,Romance Adventure Drama,romance adventure drama biography christian romance perfect wave true story ian mccormack grew surfing waters new zealand wanting dive deeper ian sets journey best friend change life chase perfect wave scott eastwood cheryl ladd patrick lyster rachel hendrix scott mortensen
874,A Man for All Seasons,Drama History,drama history england pope beheading death penalty thomas protestant church thomas cromwell oath henry viii man seasons filmed version life thomas english man comes sir thomas ask divorce wife since king henry viii made illegal sir thomas stands opposition king even though knows hes risking life award winning film paul scofield wendy hiller leo mckern robert shaw orson welles
10774,Network,Drama,drama corruption sex adultery television profit nudity power tv ratings murder corporate reporter coworker meeting news fired network anchor structure rant tv network cynically exploits deranged extv anchors ravings revelations media profit faye dunaway william holden peter finch robert duvall wesley addy
770,Gone with the Wind,Drama Romance War,drama romance war life death civil war southern usa loss child marriage proposal atlanta luxury plantation typhus business woman marriage crisis american classic manipulative woman roguish man carry turbulent love affair american south civil war reconstruction vivien leigh clark gable olivia de havilland thomas mitchell leslie howard
266102,Desert Dancer,Drama,drama dance ban profession biography iran oppression tehran iran inspirational true story iranian dancer afshin ghaffarian risked life dream become dancer despite nationwide dancing ban freida pinto reece ritchie tom cullen nazanin boniadi marama corlett
29715,Major Dundee,War Western,war western mexico prisoners war apache raid confederate last winter civil war cavalry officer amos dundee leads contentious troop army regulars confederate prisoners scouts expedition mexico destroy band apaches raiding us bases texas charlton heston richard harris jim hutton james coburn michael anderson jr
